structure_id,x,y,z,reference_space_id
370,11625,6075,4815,10
372,11525,4125,4190,10
374,8750,4825,4365,10
375,8075,3500,2665,10
377,9800,2350,2490,10
378,6200,3525,1415,10
379,10725,6600,5665,10
38,6050,5675,5515,10
380,12975,5075,4565,10
381,8475,5225,4040,10
382,8100,2575,2490,10
385,9075,1250,3065,10
386,12225,5700,3715,10
388,12975,5250,5590,10
39,4400,2000,5290,10
390,5975,6650,4290,10
393,9625,2475,2390,10
394,7725,750,4040,10
395,12850,6025,4740,10
397,8625,4875,5465,10
398,9975,6800,4390,10
4,10475,2125,4365,10
401,7700,700,4040,10
402,8300,1700,1990,10
403,6975,6225,3490,10
406,7975,4425,4240,10
409,9150,1875,2090,10
41,8425,550,3990,10
412,2775,4000,4190,10
413,10650,5600,3265,10
414,7325,4975,5390,10
417,7825,1275,2590,10
42,9300,2450,5040,10
421,9200,1600,1865,10
422,8050,4425,3990,10
423,7675,2825,2440,10
425,10075,2200,2365,10
427,8100,4300,890,10
429,12825,5900,3790,10
430,7750,1150,5540,10
433,7700,875,4065,10
434,7850,400,4990,10
436,5750,5275,5115,10
437,12125,5950,3615,10
44,3575,3625,5340,10
440,3375,3625,4140,10
441,7725,1200,4090,10
442,8100,250,4965,10
443,8500,1675,4040,10
444,6775,3950,5290,10
445,11475,6175,3665,10
448,2500,4000,4190,10
449,5850,3150,5465,10
450,5225,1275,3015,10
451,7325,6525,2440,10
452,5075,5975,5590,10
453,5825,2300,2265,10
456,8425,2550,1840,10
46,7600,5425,5190,10
460,10400,4100,4715,10
461,6900,1425,4015,10
463,8100,3925,2515,10
466,7425,3275,2840,10
467,7350,5975,5190,10
469,8275,1225,4090,10
470,7300,5400,3990,10
475,8450,3800,3315,10
477,4900,4650,3715,10
478,6175,1675,4065,10
48,4825,2475,5365,10
482,9325,3150,3415,10
483,6875,3025,5465,10
484,2600,3525,5640,10
485,5250,4200,3140,10
488,3650,3900,4240,10
491,7975,6150,5365,10
493,4325,6125,4290,10
494,8150,2650,4990,10
50,7650,3300,5315,10
500,3900,2225,3940,10
501,8300,700,3990,10
502,9275,4075,2040,10
503,8225,3250,4840,10
507,1275,4625,4790,10
51,7025,4075,4790,10
510,6325,1825,4090,10
511,8250,3000,5265,10
512,12100,3275,3640,10
514,12975,5075,4565,10
515,5500,6425,5340,10
519,11600,3900,3890,10
520,7675,3650,1465,10
523,5275,6300,5140,10
525,7975,5725,5165,10
526157192,2375,2750,4515,10
526157196,2975,2900,4390,10
526322264,3450,3150,4415,10
527,7475,2200,1115,10
527696977,3525,3525,4715,10
528,12100,3275,3640,10
530,5575,3025,5590,10
531,7875,2925,5390,10
533,8400,750,4090,10
534,10275,4650,4190,10
536,6550,5700,2965,10
540,7925,4800,740,10
541,8500,3725,915,10
542,7950,1125,5640,10
549,6950,4000,4465,10
556,3475,3750,5540,10
557,7750,6600,4915,10
558,5500,2150,1665,10
56,4300,5925,4515,10
564,4800,4900,5515,10
565,8350,850,4090,10
566,8375,6300,1915,10
567,5525,3575,3090,10
571,5825,4475,5465,10
573,9125,1825,2065,10
574,9400,6150,5190,10
575,6900,3625,4765,10
576,10575,6350,4565,10
577,5400,1700,3215,10
580,8925,3625,3615,10
581,5500,3675,5415,10
582,2750,3600,5515,10
583,5075,5050,2240,10
587,8425,4000,5440,10
588,4675,2425,5615,10
589,3375,4950,5390,10
59,7025,4125,5640,10
590,8050,1250,4965,10
591,8975,4775,5565,10
593,9250,875,2940,10
595,7550,3975,5265,10
596,4575,6500,5215,10
598,7875,3625,1515,10
599,6800,4575,5565,10
6,6650,4700,3340,10
600,7500,2300,1265,10
601,8225,1950,2215,10
603,6275,3050,3940,10
604,10475,4925,5390,10
607,10925,5475,2990,10
608,3250,3425,4590,10
609,7500,4400,5540,10
610,7950,600,4915,10
611,7450,2700,5365,10
612,9375,5225,3790,10
613,9050,1950,2165,10
614,6900,6825,4665,10
616,10000,3600,4415,10
618,8275,1575,4115,10
619,6125,6900,3590,10
62,11825,6000,5640,10
620,2925,3500,5290,10
621,10200,5325,4040,10
622,7250,1275,5065,10
623,5125,5075,3590,10
625,5525,1900,3340,10
628,8125,2525,4590,10
629,6450,4350,4465,10
63,6450,5625,5215,10
630,3050,3875,4090,10
631,7625,6750,3040,10
632,8275,2900,3290,10
633,10225,2000,5440,10
634,7850,3450,4990,10
637,6900,4575,4065,10
638,4825,4450,2240,10
639,6250,7175,3190,10
64,6125,3475,4890,10
642,9875,6775,5015,10
643,8450,2150,1340,10
645,11825,2475,4765,10
647,7725,6675,2990,10
648,4150,2425,3440,10
649,8250,2025,2290,10
651,12300,5150,4890,10
653,10775,5250,5290,10
654,5675,2350,2015,10
656,3100,1625,4390,10
657,4425,2850,2040,10
658,9600,4825,3940,10
66,8125,4675,3440,10
661,10875,6800,4315,10
662,4875,4425,2390,10
665,2625,5300,3965,10
667,2075,2725,4490,10
669,9025,1375,2790,10
67,8350,4150,5365,10
670,6625,750,3865,10
671,8375,300,4440,10
672,5250,4200,3140,10
673,8150,5800,4990,10
675,3975,4700,3240,10
677,6350,4500,1165,10
678,7550,2375,1440,10
679,9550,5150,5515,10
68,1925,2650,4690,10
680,3450,3575,4590,10
681,8550,4625,5540,10
685,6800,5050,4690,10
687,8000,1275,5290,10
688,5575,2450,2240,10
689,5375,6975,4840,10
690,7100,5350,5115,10
692,7825,4750,1265,10
693,6875,6675,5165,10
694,3650,5150,2815,10
695,5650,2225,2440,10
696,8475,2075,1215,10
697,8775,5475,4965,10
698,2950,5225,4190,10
699,3925,4300,3490,10
7,10250,5650,3615,10
701,11325,4875,4590,10
702,5775,2525,2165,10
703,6825,6000,2415,10
704,3275,5075,2890,10
705,10500,4300,4690,10
706,7850,2625,5165,10
707,3475,3775,5640,10
709,7000,4300,3815,10
711,12800,5125,4840,10
714,2950,3700,4640,10
718,7000,4500,3565,10
72,5125,5675,5365,10
720,12825,5125,4890,10
721,8975,1175,3065,10
723,3025,3850,4190,10
725,7425,4725,4365,10
726,8400,3275,3140,10
728,11575,3475,3865,10
729,8050,3925,1315,10
73,7575,2575,5015,10
731,2875,3550,5390,10
733,7025,4150,3865,10
735,7975,2675,790,10
737,5750,5275,5115,10
74,9050,2125,2315,10
741,7350,4675,4840,10
746,2750,3675,4815,10
749,8175,5325,4990,10
750,10300,2100,2365,10
752,10875,4700,3390,10
753,7775,5800,5165,10
754,4350,7075,4115,10
755,7775,3550,740,10
757,9925,4450,5365,10
759,8450,2275,1440,10
763,4950,6675,5590,10
765,11450,5250,3915,10
767,3500,2175,4390,10
768,6500,2825,3865,10
771,10125,5550,4640,10
772,4800,2500,5290,10
773,12425,5575,5440,10
774,7925,700,4465,10
776,6100,2325,3565,10
778,8975,1350,3140,10
78,9425,5550,3490,10
780,7825,6175,3240,10
781,11375,4500,3765,10
783,3800,4150,3240,10
784,7325,5125,3415,10
786,8500,3750,1340,10
788,7275,7175,2665,10
791,8400,2350,1615,10
792,8775,5475,4965,10
794,11325,6100,3365,10
795,9500,3100,5215,10
797,7550,4975,4040,10
798,10675,5325,4690,10
8,7475,3975,3765,10
800,3750,4825,3090,10
802,5900,3900,5115,10
803,5525,5750,4265,10
804,7700,4925,4565,10
805,8400,400,3965,10
806,6175,3350,1140,10
809,5500,5200,4690,10
81,5825,3050,4365,10
810,4875,2475,5040,10
814,3550,4375,5215,10
816,7950,2825,1040,10
818,6125,4900,3365,10
819,5050,2500,4965,10
821,9050,975,3065,10
822,9500,4325,2165,10
824,5975,3750,5115,10
826,4425,5825,5515,10
827,3525,3675,5315,10
83,12000,7075,5315,10
830,6975,5975,5340,10
831,4050,4225,3215,10
832,11725,6000,5615,10
835,5225,6250,4140,10
836,8025,4400,715,10
838,5550,2225,1840,10
839,12600,5275,5365,10
84,3500,3000,4840,10
840,1500,5350,3990,10
841,10775,6200,3240,10
842,9225,1350,4940,10
843,9425,3925,2815,10
844,4425,2675,3640,10
846,11200,4250,3140,10
847,7950,2925,1265,10
848,6225,6775,4415,10
849,6525,4425,1765,10
851,9100,1625,4965,10
852,11625,6025,4215,10
854,5325,1450,3140,10
856,7000,3800,4865,10
857,6450,4450,1615,10
859,12750,5025,5265,10
862,6125,3675,1815,10
863,10225,6150,4165,10
864,7225,4250,3890,10
867,10225,4000,4140,10
869,10075,2200,2390,10
872,9625,3750,5640,10
873,5950,3275,1015,10
874,9425,3775,3540,10
877,9425,4975,5190,10
878,4450,2675,1865,10
879,7925,475,4890,10
88,6100,6275,5115,10
880,10450,4175,5490,10
882,4600,2800,3790,10
884,6750,5475,2040,10
886,8050,1125,5315,10
888,7875,4775,965,10
889,5850,2750,2415,10
893,6400,3675,1940,10
894,7975,600,4465,10
895,8025,4325,1065,10
896,6575,4275,3465,10
897,6275,4575,790,10
898,10600,4550,5190,10
9,6825,1350,4015,10
900,3200,5175,4565,10
901,11275,6100,3365,10
902,9950,2250,2390,10
903,12475,4825,4240,10
904,4425,5850,5515,10
905,8275,1550,1865,10
906,7725,975,4490,10
907,6775,4400,4990,10
908,5300,5475,4190,10
909,9550,4900,1565,10
91,11575,3925,3765,10
910,3250,3450,4940,10
911,10150,3575,4740,10
912,11500,4100,5365,10
914,5450,5800,5165,10
917,12675,5250,5115,10
918,9175,5025,1340,10
919,4600,2250,4915,10
920,10950,3025,5065,10
922,7925,4725,1115,10
924,8400,5675,3965,10
926,9850,4225,2340,10
927,4925,2325,4815,10
928,11600,2300,4640,10
929,5950,2925,2565,10
93,9325,5950,3840,10
930,7550,3900,4840,10
931,8925,6450,5040,10
932,8775,5475,4965,10
933,9675,4825,3890,10
934,8725,6375,2665,10
935,4350,1875,5615,10
936,12350,2125,4840,10
938,11875,6850,4565,10
939,11650,6550,4265,10
940,6400,1650,4740,10
942,5950,5625,2240,10
943,4100,2025,3315,10
944,12925,2900,5090,10
945,5600,2225,3440,10
946,7575,5475,5490,10
948,9700,4575,3865,10
949,2300,3775,4815,10
95,4150,4700,2515,10
950,4600,2875,2190,10
951,12850,3500,5190,10
952,5750,5425,2140,10
954,7975,3000,1565,10
957,12650,4350,5140,10
958,6925,3200,5365,10
959,7875,3525,590,10
96,11325,5025,3140,10
960,11200,3625,3740,10
961,5725,6275,2340,10
962,3275,1875,4165,10
965,8025,475,4415,10
966,6475,6350,2415,10
967,2500,5850,5565,10
968,11900,4275,5015,10
969,2475,3800,4990,10
97,8575,3675,615,10
970,11400,5425,5365,10
972,3150,2775,5365,10
973,9150,1700,1965,10
974,4650,3050,2315,10
975,8725,4075,5640,10
977,7900,4350,1390,10
978,11825,7075,4565,10
980,7575,6150,5140,10
981,6575,1350,2090,10
982,7125,2250,5515,10
983,6375,2450,3140,10
985,4200,2325,3490,10
987,10250,5675,4915,10
988,7900,4350,1165,10
989,11750,3725,4740,10
990,7675,3575,915,10
991,6400,2825,4065,10
993,3525,2125,4315,10
996,2950,4375,2940,10
997,6875,3825,3415,10
998,5275,6075,3415,10
